,Messages,Classe,Similarity
2557,Sim,5.0,0.9880873048952942
2562,Boa tarde,12.0,0.9081050786729821
2563,Boa tarde,12.0,0.9081050786729821
2564,04377683926,13.0,0.8011693045745962
2565,Boa tarde,12.0,0.9081050786729821
2575,Sim,5.0,0.9880873048952942
2580,986528357,13.0,0.8405460909843694
2584,Ok,4.0,0.9999925679915664
2586,"Máscara Venkuri
Touca
Prope
2 Rolos de papel para maca
Avental
Lençol TNT",9.0,0.8876257128813743
2588,Obrigada,2.0,0.9627894558350756
2590,982 845 203,13.0,0.9053051056892728
2597,Bom dia,11.0,0.9927247826671293
2598,Sim,5.0,0.9880873048952942
2600,Ok,4.0,0.9999925679915664
2602,Obrigada!!,16.0,0.8293393100607891
2613,Boa tarde,12.0,0.9081050786729821
2619,Ok,4.0,0.9999925679915664
2622,Ontem combinei com alguém dai pra vim corrigir o problema de uma empresa pra aqui da empresa,1.0,0.8326888710938065
2632,4,13.0,0.8569259173317467
2637,Oi,3.0,0.9999177003965305
2640,Perai,10.0,0.8414394463654178
2642,Boa tarde,12.0,0.9081050786729821
2646,Sim,5.0,0.9880873048952942
2649,Oi,3.0,0.9999177003965305
2665,Ok,4.0,0.9999925679915664
2669,Obrigada,2.0,0.9627894558350756
2670,Boa tarde,12.0,0.9081050786729821
2686,Obrigado,7.0,0.9859162697976918
2690,Boa tarde,12.0,0.9081050786729821
2692,Certo,19.0,0.989127781057761
2697,ta!?,6.0,0.8051678375580816
2701,Sim,5.0,0.9880873048952942
2715,Ok,4.0,0.9999925679915664
2734,Joia,10.0,0.8465413766286558
2737,Sim,5.0,0.9880873048952942
2743,?,6.0,0.9903489639542571
2753,Obrigado,7.0,0.9859162697976918
2754,Obrigada,2.0,0.9627894558350756
2755,?,6.0,0.9903489639542571
2762,Ok,4.0,0.9999925679915664
2774,EU PRECISO DESSE DINHEIRO E HOJE É O ÚLTIMO DIA COMO VOCÊ DISSE HOJE NA LIVE,9.0,0.830412216137884
2781,Boa tarde,12.0,0.9081050786729821
2783,BRIC DEVELOPMENT BRASIL,9.0,0.8088158463295987
2799,Sim,5.0,0.9880873048952942
2812,"Eu sei que ainda existe atenciosa por isso estou a procura de uma resposta.A minha irmã a Sandra tomou a primeira dose no dia 13 de abril só que ela tem comorbidade tem diabete, pressão alta e tem 62 anos.Então gostaria de saber se ela tem que esperar até julho pra tomar a segunda dose?E ela tomou a ASTRASENICA(fiocruz)",1.0,0.8765676672912446
2814,Kayla,10.0,0.8219244003964729
2820,Boa tarde,12.0,0.9081050786729821
2823,8 502,13.0,0.9082357958907306
2825,Olá,15.0,0.8845560941342169
2826,?,6.0,0.9903489639542571
2830,Pode falar,0.0,0.8706427078463788
2839,"NOME COMPLETO: Raimundo da Conceição Silvério Augusto
EMAIL: Raimundo.auguto@terra.com.br",9.0,0.844165454310178
2840,015 89329350,13.0,0.8771314278892395
2842,Boa tarde,12.0,0.9081050786729821
2844,??,6.0,0.9738372424132666
2860,Ok,4.0,0.9999925679915664
2862,Rezinete Braga de Oliveira,9.0,0.8285216076440427
2865,2,13.0,0.9228572756673731
2868,Boa tarde Rayane,12.0,0.8436658059116036
2884,8 5 202,13.0,0.8712320521076066
2891,Se tenho direito no valor que vc falou no seu programa,14.0,0.8241681362362252
2904,e mais uma coisa. Padronizar o segundo nome que aparece no menu iniciando em maisculo e minusculo,14.0,0.8012926122846225
2910,Posso?,16.0,0.8213248700952056
2917,"POR FAVOR ME AJUDA, EU ESTOU TENTANDO FAZER O REQUERIMENTO QUE VC ENSINOU NO VÍDEO DE HOJE, MAS O APP DO MEU INSS NÃO ESTÁ ENVIANDO O ANEXO COM MEUS DOCUMENTOS PARA A SOLICITAÇÃO SER CONCLUÍDA, O QUE EU FAÇO JOÃO? ME AJUDA PELO AMOR DE DEUS",9.0,0.8612058540844858
2923,Ok,4.0,0.9999925679915664
2925,2,13.0,0.9228572756673731
2928,??,6.0,0.9738372424132666
2939,Consignado,7.0,0.8043837376252816
2943,Obrigado,7.0,0.9859162697976918
2948,Sim,5.0,0.9880873048952942
2951,"Ok
Obrigada",9.0,0.8132503204633932
2956,Ok,4.0,0.9999925679915664
2957,??,6.0,0.9738372424132666
2958,Oi,3.0,0.9999177003965305
2968,Oi,3.0,0.9999177003965305
2971,Olá,15.0,0.8845560941342169
2977,Boa tarde,12.0,0.9081050786729821
2982,Cancelado,7.0,0.8085833280287532
2984,Obrigado,7.0,0.9859162697976918
2985,Obrigado,7.0,0.9859162697976918
2995,06528039623,13.0,0.8808347610939663
3000,Boa tarde,12.0,0.9081050786729821
3003,"Oi tudo bem ? Eu chamei vocês no direct,Eu encontrei uma gatinha grávida na rua e  resolvi adota, ela teve 6 filhotes e antes de ontem começou sair uma coisa dela achei que era resto de placenta falaram que pode ser o útero dela saindo, eu tô desesperada não tenho dinheiro porque mudei pra cá pra Fortaleza 3 meses ainda queria perguntar se vcs não me ajudaria a consultar ela queria ver quanto fica e se  eu poderia pagar aos poucos, desculpa o encomenda tô realmente desesperada",17.0,0.8082644065531852
3005,05831985385,13.0,0.8398531960755518
3007,Boa tarde,12.0,0.9081050786729821
3012,19098697836,13.0,0.8515296913174344
3013,82191824749,13.0,0.8840518662957795
3021,Portabilidade?,16.0,0.8084446406422446
3026,04004935512,13.0,0.8663984941424786
3030,Boa Tarde,9.0,0.814110557008938
3035,Obrigada,2.0,0.9627894558350756
3036,Ok,4.0,0.9999925679915664
3040,1,13.0,0.9225807665146257
3044,Carro,10.0,0.8851023989681601
3048,Ok,4.0,0.9999925679915664
3051,Blz,10.0,0.8409440701686757
3055,Drone,10.0,0.828692863082882
3056,05831985385,13.0,0.8398531960755518
3061,Compra,10.0,0.8536656793272499
3068,"POR FAVOR ME AJUDA, EU ESTOU TENTANDO FAZER O REQUERIMENTO QUE VC ENSINOU NO VÍDEO DE HOJE, MAS O APP DO MEU INSS NÃO ESTÁ ENVIANDO O ANEXO COM MEUS DOCUMENTOS PARA A SOLICITAÇÃO SER CONCLUÍDA, O QUE EU FAÇO JOÃO? ME AJUDA PELO AMOR DE DEUS",9.0,0.8612058540844858
3070,"Marcel Ehrich Colares
Cpf: 964.259.893-00

Fortal empreendimentos",9.0,0.8148526178334561
3072,Rua Santo Antônio bairro Teresópolis,9.0,0.8330288496534373
3086,Boa tarde,12.0,0.9081050786729821
3090,219,13.0,0.8623632047020384
3093,Bom dia,11.0,0.9927247826671293
3095,Ok,4.0,0.9999925679915664
3100,Tudo bem ???,16.0,0.8262192926985831
3109,Obrigado!,16.0,0.8041436608044272
3110,"Então acho q vou pedir para entregar 15h30, pode ser?",0.0,0.8139336118907157
3116,Certo,19.0,0.989127781057761
3121,Boa tarde,12.0,0.9081050786729821
3130,47928565668,13.0,0.9105994175556789
3136,Boa tarde,12.0,0.9081050786729821
3156,Boa Tarde,9.0,0.814110557008938
3175,Ok,4.0,0.9999925679915664
3176,?,6.0,0.9903489639542571
3190,Thainara Alves Bonfim,9.0,0.8439571316945071
3191,Ainda não peguei,18.0,0.8216836921869486
3192,Ok,4.0,0.9999925679915664
3195,Ok,4.0,0.9999925679915664
3198,"Rua Barbosa de Freitas 1850 apto 1800 Aldeota
11h",9.0,0.8650363162119413
3214,Boa tarde!!,16.0,0.872186885978242
3215,76890058372,13.0,0.8644239461552483
3220,Deu certo?,16.0,0.8092765060939149
3231,97702145315,13.0,0.800466701934837
3238,3,13.0,0.9309000111928037
3250,Boa tarde,12.0,0.9081050786729821
3259,6,13.0,0.8832357775848949
3264,Aceita atestado de Caucaia???,16.0,0.8039289144405668
3267,63367700000139,13.0,0.8079080964410327
3272,??,6.0,0.9738372424132666
3277,Fortal,10.0,0.8138886372377612
3283,Cera. Que. Vai. Ter. Decimo. Tecero,16.0,0.8783359569702458
3285,96200-260,13.0,0.8700944198025085
3289,Sim,5.0,0.9880873048952942
3291,Mariana Natália Santos da Silva,9.0,0.8875230298492341
3295,Boa tarde,12.0,0.9081050786729821
3299,Oi,3.0,0.9999177003965305
3306,Sim,5.0,0.9880873048952942
3309,?,6.0,0.9903489639542571
3311,?,6.0,0.9903489639542571
3328,Sim,5.0,0.9880873048952942
3337,Boa tarde amiga,12.0,0.8594342658786588
3342,Boa tarde,12.0,0.9081050786729821
3343,85 996854580,13.0,0.9035371710978327
3349,276,13.0,0.8879382574806918
3354,"Sim, se acontecer eu não vou querer, porque até acredito que por conta do meu peso e tudo, eu estou tendo esses problemas ginecológicos 
E não quero levar dois anos para poder resolver tudo isso 
Aí pra mim não compensa",17.0,0.8321841998153557
3357,Oi,3.0,0.9999177003965305
3360,299 067 262,13.0,0.8316058094494689
3362,04026665186,13.0,0.8070547033786527
3366,12615895729,13.0,0.8921232501455767
3369,Obrigado,7.0,0.9859162697976918
3372,Obrigada,2.0,0.9627894558350756
3375,Boa tarde,12.0,0.9081050786729821
3377,299 067 262,13.0,0.8316058094494689
3387,Ok,4.0,0.9999925679915664
3401,Boa tarde,12.0,0.9081050786729821
3402,Pode remarcar?,0.0,0.8178055304687899
3406,42107527890,13.0,0.8753580330534765
3413,Oi,3.0,0.9999177003965305
3419,75928094272,13.0,0.8024143080286141
3420,Obrigada. Aguardamos. Pagamento no cartão.,16.0,0.8439798696086942
3427,Sim,5.0,0.9880873048952942
3431,Sim,5.0,0.9880873048952942
3435,?,6.0,0.9903489639542571
3437,Sim,5.0,0.9880873048952942
3456,16191323549,13.0,0.8761845717801938
3462,Ok,4.0,0.9999925679915664
3465,Obrigada,2.0,0.9627894558350756
3468,Ok,4.0,0.9999925679915664
3473,14646282000103,13.0,0.8667328551899214
3478,Ok,4.0,0.9999925679915664
3488,Boa tarde,12.0,0.9081050786729821
3490,?,6.0,0.9903489639542571
3491,Oi,3.0,0.9999177003965305
3494,Saraly da Silva Santos,9.0,0.8026981401819098
3496,71842900200,13.0,0.8733125705094206
3498,Boa tarde,12.0,0.9081050786729821
3500,Boa tarde Valderi,12.0,0.8288624707870533
3501,Posso manda o CPF do meu marido ele trabalha de pedreiro,14.0,0.8285073475492826
3507,Pagamento,10.0,0.8508999471846463
3513,3,13.0,0.9309000111928037
3532,Boa tarde,12.0,0.9081050786729821
3541,"Novo endereço: Av. Nova Aurora, nº 782",9.0,0.8200922028983522
3549,Sim,5.0,0.9880873048952942
3555,Rua Timóteo Garcia lamas 2335,9.0,0.8327528904154902
3556,Olá,15.0,0.8845560941342169
3557,?,6.0,0.9903489639542571
3559,Julio Cesar Nogueira Dias,9.0,0.907489882179088
3560,Ok,4.0,0.9999925679915664
3566,Oi,3.0,0.9999177003965305
3567,Ok,4.0,0.9999925679915664
3568,Certo,19.0,0.989127781057761
3569,Maria Eduarda Curitiba,9.0,0.8025126386957006
3572,Sim,5.0,0.9880873048952942
3576,Sim,5.0,0.9880873048952942
3581,Meu nome é Rosineide Pereira de Souza da Silva,9.0,0.8301829689553306
3584,Sim,5.0,0.9880873048952942
3587,Boa tarde,12.0,0.9081050786729821
3601,José de Oliveira Dias Júnior,9.0,0.880984907662165
3612,Ok,4.0,0.9999925679915664
3615,Oi,3.0,0.9999177003965305
3621,07046823979,13.0,0.8306875577185261
3627,Joel,10.0,0.8450072343564974
3628,"Boa tarde, tive um imprevisto aqui no hospital 
Chego em casa as 14:50",14.0,0.8338965942369632
3630,8,13.0,0.8402309217503671
3640,?,6.0,0.9903489639542571
3641,Sim,5.0,0.9880873048952942
3647,Sim,5.0,0.9880873048952942
3652,Ok,4.0,0.9999925679915664
3661,Tcc,10.0,0.8710575396640128
3697,132 120 563,13.0,0.8796357892756572
3699,Carla?,16.0,0.832168901932973
3704,Boa tarde,12.0,0.9081050786729821
3706,?,6.0,0.9903489639542571
3712,.,6.0,0.9528993961538452
3715,Boa tarde,12.0,0.9081050786729821
3721,02520896779,13.0,0.8101209338296672
3723,?,6.0,0.9903489639542571
3728,Obrigado,7.0,0.9859162697976918
3733,Olá Glace,9.0,0.8576661611473606
3735,Ok,4.0,0.9999925679915664
3737,Ok,4.0,0.9999925679915664
3740,"Agência 0061
Conta 0088119338-2
Poupança",9.0,0.8008603914034297
3748,Obrigada,2.0,0.9627894558350756
3756,"Moça eu vou aí amanhã pra gente resolver isso, quero cancelar e resolver tudo na boa 
Avisa o pessoal aí que não vou pagar nenhuma multa e que só vou pagar o que eu usei esse mês
E caso resolvido e bola pra frente",17.0,0.843920002307204
3759,?,6.0,0.9903489639542571
3766,Tera Uma Nova Chamada,9.0,0.8593763359191311
3779,Boa tarde,12.0,0.9081050786729821
3783,Sim,5.0,0.9880873048952942
3789,Certo,19.0,0.989127781057761
3791,Sandra dos Santos Pires Camargo,9.0,0.8245934814236016
3792,176026834,13.0,0.8431434423636452
3807,Obrigada,2.0,0.9627894558350756
3813,Olá,15.0,0.8845560941342169
3816,Ok,4.0,0.9999925679915664
3819,Obrigada,2.0,0.9627894558350756
3821,Obrigado,7.0,0.9859162697976918
3825,Fone 88 997114033,8.0,0.8332816844188575
3834,??,6.0,0.9738372424132666
3839,"Marcel Ehrich Colares
Cpf: 964.259.893-00

Fortal empreendimentos",9.0,0.8148526178334561
3841,Boa tarde,12.0,0.9081050786729821
3843,Boa tarde,12.0,0.9081050786729821
3844,Boa tarde,12.0,0.9081050786729821
3845,Boa tarde Stella,12.0,0.8916566236693797
3856,"Moro em rio claro idade 50, 45 e 15 tem uma de 22 anos e tenho o doutor prime",8.0,0.801793518457222
3863,Fico no aguardo de um retorno,14.0,0.8041006379046649
3864,Ok,4.0,0.9999925679915664
3866,?,6.0,0.9903489639542571
3869,Ok,4.0,0.9999925679915664
3874,Consulta Crédito pode me ajudar? Meu nome é: *Laura Pereira Gomes*. Sou *Aposentado pensionista INSS*. Minha dúvida ou cpf: Mensagem vazia. Aguardo retorno pelo telefone: *12981068471*.,16.0,0.850698563266505
3879,Sim,5.0,0.9880873048952942
3884,?,6.0,0.9903489639542571
3893,Ok,4.0,0.9999925679915664
3894,Rodrigo Júnio,9.0,0.807561631527469
3899,Oi,3.0,0.9999177003965305
3903,Obrigado,7.0,0.9859162697976918
3904,Certo,19.0,0.989127781057761
3918,Obrigada,2.0,0.9627894558350756
3923,Nome da mãe: Raimunda Cordeiro De Sousa,9.0,0.8668642122549226
3927,Olá,15.0,0.8845560941342169
3951,Pq?,16.0,0.8154875265133588
3955,???,6.0,0.9517508450308584
3958,Ok,4.0,0.9999925679915664
3959,Ok,4.0,0.9999925679915664
3966,Boa tarde,12.0,0.9081050786729821
3967,Opaaa,10.0,0.8087242196399171
3968,Pode vir,0.0,0.8513247638721951
3969,Boa tarde,12.0,0.9081050786729821
3977,Ok,4.0,0.9999925679915664
3991,Ok,4.0,0.9999925679915664
3993,Ok,4.0,0.9999925679915664
3995,Endereço: Rua 64 casa 131 B José Walter na terceiretapa,9.0,0.8601735927278245
4001,Informe Imposto de Renda.,9.0,0.8246456934486037
4002,Perdão,10.0,0.8495333536732692
4008,Ok,4.0,0.9999925679915664
4009,54210189,13.0,0.8100320589770813
4010,Eu só quero saber quando uma pessoa perde o celular como que ela faz para receber o auxílio emergêncial,17.0,0.8116428515088701
4013,Oi,3.0,0.9999177003965305
4014,54210252,13.0,0.8758281022836514
4015,Filhote?,16.0,0.8586264171973439
4030,Boa tarde,12.0,0.9081050786729821
4036,Olá Vera,9.0,0.8143469627974973
4041,04,13.0,0.8401870597315029
4044,Blz a. Tks,9.0,0.8345108663094543
4045,Obrigado,7.0,0.9859162697976918
4046,Bravecto,10.0,0.8168628772508152
4048,??????,6.0,0.9089205134115721
4052,"Favor enviar-me, se possível hoje, os meus Informes de Rendimentos Imp. Renda 2020.

Obrigado,

Luiz Carlos Rosas",9.0,0.8144586701581239
4056,Ok,4.0,0.9999925679915664
4057,Auditiv,10.0,0.8274401605686503
4067,14,13.0,0.926447792711979
4068,Boa tarde,12.0,0.9081050786729821
4069,Olá,15.0,0.8845560941342169
4072,Ok,4.0,0.9999925679915664
4073,Preciso saber onde falo sobre o condomínio,14.0,0.8206641523653493
4078,Boa tarde,12.0,0.9081050786729821
4082,Oi,3.0,0.9999177003965305
4084,Ok,4.0,0.9999925679915664
4097,Zabelina Cristina Souza Silva,9.0,0.8672676652924288
4104,89997492749,13.0,0.8775486575854587
4107,Boa tarde,12.0,0.9081050786729821
4112,039.005.711-80,13.0,0.8165383136306282
4116,Boa tarde Alexandre,12.0,0.8314544016485497
4120,Sim,5.0,0.9880873048952942
4127,70982303165,13.0,0.841942999724234
4138,19805129730,13.0,0.8776285716418257
4139,Estevao Moreira Lessa,9.0,0.9096689923027277
4144,04532278481,13.0,0.9144725019053009
4146,..,6.0,0.892755190641208
4147,Oi,3.0,0.9999177003965305
4150,72039752900,13.0,0.8046819881840788
4157,75019566691,13.0,0.8976305275352104
4159,Boa tarde,12.0,0.9081050786729821
4164,Boa tarde Marcela,12.0,0.8733222244740682
4165,Senhor João eu não perco uma living dó  senhor. Dês 2o19.Eu sou VIÚVA MORO com deus criou 4NETOS. Marilda Cortes MORO em ARAGUARI mg,9.0,0.8212144021369927
4177,Maria Evanda Cordeiro Sousa,9.0,0.9155083974283245
4192,?,6.0,0.9903489639542571
4193,.,6.0,0.9528993961538452
4205,Sim,5.0,0.9880873048952942
4208,Fazer o pedido do cartão queridinho,14.0,0.8021458934078434
4214,Tb,10.0,0.8063426375141599
4222,Sim,5.0,0.9880873048952942
4223,Sim,5.0,0.9880873048952942
4229,18,13.0,0.8917196526960884
4232,541 664 460,13.0,0.8275526324276459
4233,Dia 17,8.0,0.8053721679143606
4238,Boa tarde,12.0,0.9081050786729821
4242,?,6.0,0.9903489639542571
4249,Ok,4.0,0.9999925679915664
4259,Sim,5.0,0.9880873048952942
4263,32,13.0,0.8497840228330039
4288,Ok,4.0,0.9999925679915664
4294,Sim,5.0,0.9880873048952942
4297,628 863 523,13.0,0.8681133102715292
4299,Oi,3.0,0.9999177003965305
4308,24296031449,13.0,0.8512199520495106
4313,Ok,4.0,0.9999925679915664
4327,Terminação CNPJ 09,9.0,0.8356178076809413
4328,Banco Pan,9.0,0.8702076257432597
4338,Sim,5.0,0.9880873048952942
4340,Certo,19.0,0.989127781057761
4345,?,6.0,0.9903489639542571
4351,Maria thayna Figueiredo Ximenes,9.0,0.8801667456576585
4352,Oi,3.0,0.9999177003965305
4362,"Soraia Rodrigues Lima brasileiro
93481470134
Palmas Tocantins",9.0,0.9045296800194201
4371,1251,13.0,0.9155400720602882
4372,Tb,10.0,0.8063426375141599
4378,1,13.0,0.9225807665146257
4383,Obrigado,7.0,0.9859162697976918
4384,?,6.0,0.9903489639542571
4391,Sim,5.0,0.9880873048952942
4394,Sim,5.0,0.9880873048952942
4398,130,13.0,0.9177296211493648
4402,Obrigada,2.0,0.9627894558350756
4415,Francisco Lusimar Cunha de Moura,9.0,0.8648929473205476
4418,??,6.0,0.9738372424132666
4419,"Fiz a portabilidade com a Vivo dia 19/05/21, e fatura veio valor integral, e sim que o combinado na hora da compra do plano era vir valor proporcional ao dia da portabilidade. Gostaria de um reparo.",1.0,0.8283100300850541
4424,Olá,15.0,0.8845560941342169
4429,Sim,5.0,0.9880873048952942
4431,Sim,5.0,0.9880873048952942
4432,Boa tarde,12.0,0.9081050786729821
4433,Boa tarde,12.0,0.9081050786729821
4434,Ok,4.0,0.9999925679915664
4435,Oi,3.0,0.9999177003965305
4443,Sim,5.0,0.9880873048952942
4449,763665 619 15,13.0,0.8870342294277211
4451,"No momento estou morando em Rondônia por conta do meu trabalho mais minha residência é no Ceará, só não está em minhas mãos o certificado de término do 2 °grau",14.0,0.8005481521166918
4456,Ok,4.0,0.9999925679915664
4465,Nome de Erica Pimenta Viana,9.0,0.8382940235821772
4477,Boa tarde,12.0,0.9081050786729821
4486,798160084,13.0,0.886409626685152
4489,Boa tarde,12.0,0.9081050786729821
4495,00289164508,13.0,0.8454215877408986
4496,Ok,4.0,0.9999925679915664
4497,Boa tarde,12.0,0.9081050786729821
4500,?,6.0,0.9903489639542571
4503,?,6.0,0.9903489639542571
4518,Ok,4.0,0.9999925679915664
4542,Ok,4.0,0.9999925679915664
4547,CPF 646 525 057 87,8.0,0.8493737982400096
4552,07527228911,13.0,0.8650743583736855
4556,Ok,4.0,0.9999925679915664
4558,"Villagio maraponga
Bloco 4
AP 304",9.0,0.8389497063307447
4561,Terminação CNPJ 09,9.0,0.8356178076809413
4565,"Carol, boa tarde! Solicitei a abertura de pasta das horas complementares há um tempo",1.0,0.8066398242372252
4571,?,6.0,0.9903489639542571
4573,?,6.0,0.9903489639542571
4577,Olá,15.0,0.8845560941342169
4589,Ok,4.0,0.9999925679915664
4592,Bom dia,11.0,0.9927247826671293
4596,Ok,4.0,0.9999925679915664
4597,.,6.0,0.9528993961538452
4606,Sim,5.0,0.9880873048952942
4617,Ok,4.0,0.9999925679915664
4622,?,6.0,0.9903489639542571
4623,13,13.0,0.8581742050926546
4629,487553246,13.0,0.8978603703603523
4632,Ok,4.0,0.9999925679915664
4636,Ok,4.0,0.9999925679915664
4637,Boa tarde,12.0,0.9081050786729821
4640,Boa tarde,12.0,0.9081050786729821
4641,Correto,10.0,0.8090809980484761
4657,Oi,3.0,0.9999177003965305
4661,Boa tarde,12.0,0.9081050786729821
4666,Bhaaaa,10.0,0.8030690574549001
4678,Boa tarde!!,16.0,0.872186885978242
4680,Olá,15.0,0.8845560941342169
4701,Boa tarde,12.0,0.9081050786729821
4713,Obrigada,2.0,0.9627894558350756
4715,Anderson Juca Pereira,9.0,0.9066496439932801
4719,Ok,4.0,0.9999925679915664
4731,Ok,4.0,0.9999925679915664
4734,Ok,4.0,0.9999925679915664
4735,36451312720,13.0,0.8923078956263305
4743,Boa tarde,12.0,0.9081050786729821
4754,Oi,3.0,0.9999177003965305
4774,?,6.0,0.9903489639542571
4780,Sim,5.0,0.9880873048952942
4792,Bom dia,11.0,0.9927247826671293
4795,Não fiz nada recebi ainda agora é nem atendi,18.0,0.8135267376173305
4803,Aceita cartão???,16.0,0.8810960923742328
4810,10353317489,13.0,0.8742603783121377
4811,Alessandra Carvalho Cruz,9.0,0.8758763272572354
4816,41831531828,13.0,0.8426570570674301
4822,079.893.679-71,13.0,0.8213738295138493
4826,32952864268,13.0,0.8496419295676643
4827,Obrigada,2.0,0.9627894558350756
4832,Sim,5.0,0.9880873048952942
4843,Cobrança Hughes,9.0,0.8477850608698204
4851,Oi,3.0,0.9999177003965305
4864,Sim,5.0,0.9880873048952942
4872,?,6.0,0.9903489639542571
4874,Vendedor,10.0,0.867806943257955
4875,Boa tarde,12.0,0.9081050786729821
4878,Ok,4.0,0.9999925679915664
4879,Sim,5.0,0.9880873048952942
4886,2,13.0,0.9228572756673731
4888,2723,13.0,0.9186669249353261
4894,Ok,4.0,0.9999925679915664
4899,Boa tarde,12.0,0.9081050786729821
4908,Olá,15.0,0.8845560941342169
4910,?,6.0,0.9903489639542571
4918,5,13.0,0.8520622415298768
4928,Ok,4.0,0.9999925679915664
4934,202119050001,13.0,0.8874600538172416
